addr,alcohol,ambience,applePay,attire,bikeParking,categories,caters,creditCard,delivery,driveThrough,fri,goodFor,goodForGroups,goodForKids,hasTV,id,mon,noiseLevel,outdoorSeating,parking,phone,price,rating,reservations,sat,sun,takeout,thu,title,tue,waiterService,wed,wifi,yelpPage
"1662 Post StSan Francisco, CA 94115",,,,,,Cosmetics & Beauty Supply,,Yes,,,10:00 am-6:00 pm,,,,,2392,10:00 am-6:00 pm,,,"Garage, Street",(415) 563-9888,Ultra High-End,4.0 star rating,,10:00 am-6:00 pm,11:00 am-4:00 pm,,10:00 am-6:00 pm,Fujiya Cosmetics NW3,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/fujiya-cosmetics-nw3-san-francisco
"212 Stockton StSan Francisco, CA 94108",,,No,,No,"Women's Clothing,Men's Clothing,Accessories",,Yes,,,10:00 am-6:00 pm,,,,,2393,10:00 am-6:00 pm,,,Garage,(628) 221-7945,Ultra High-End,4.0 star rating,,10:00 am-6:00 pm,12:00 pm-6:00 pm,,10:00 am-6:00 pm,Moncler,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/moncler-san-francisco-2
"1665 Mission StSan Francisco, CA 94103",,,,,Yes,Appliances,,Yes,,,9:00 am-5:00 pm,,,,,2394,9:00 am-5:00 pm,,,Street,(415) 626-6246,Ultra High-End,3.0 star rating,,9:30 am-4:00 pm,Closed,,9:00 am-5:00 pm,BSC Culinary Resource,9:00 am-5:00 pm,,9:00 am-5:00 pm,,https://www.yelp.com/ /biz/bsc-culinary-resource-san-francisco-2
"2056 Fillmore StSan Francisco, CA 94115",,,,,,Women's Clothing,,Yes,,,11:00 am-7:00 pm,,,,,2395,11:00 am-7:00 pm,,,Street,(415) 440-2100,Ultra High-End,3.5 star rating,,11:00 am-7:00 pm,11:00 am-5:00 pm,,11:00 am-7:00 pm,Elizabeth Charles,11:00 am-7:00 pm,,11:00 am-7:00 pm,,https://www.yelp.com/ /biz/elizabeth-charles-san-francisco
"1160 Folsom StSan Francisco, CA 94103",,,,,Yes,Antiques,,No,,,7:30 am-4:00 pm,,,,,2396,7:30 am-4:00 pm,,,Street,(415) 431-3480,Ultra High-End,4.0 star rating,,Closed,Closed,,7:30 am-4:00 pm,Biro &amp; Sons Silversmiths,7:30 am-4:00 pm,,7:30 am-4:00 pm,,https://www.yelp.com/ /biz/biro-and-sons-silversmiths-san-francisco
"4057 18th StSan Francisco, CA 94114",,,No,,Yes,"Men's Clothing,Women's Clothing,Children's Clothing",,Yes,,,9:00 am-6:00 pm,,,,,2397,9:00 am-6:00 pm,,,,(415) 863-1699,Ultra High-End,4.0 star rating,,10:00 am-6:00 pm,10:00 am-6:00 pm,,9:00 am-6:00 pm,Chaps,9:00 am-6:00 pm,,9:00 am-6:00 pm,,https://www.yelp.com/ /biz/chaps-san-francisco
"1038 Larkin StSan Francisco, CA 94109",,,No,,Yes,Art Galleries,,Yes,,,,,,No,,2398,,,,,(415) 932-6250,Ultra High-End,5.0 star rating,,,,,,Analog Tattoo Arts Kolectiv SF,,,,,https://www.yelp.com/ /biz/analog-tattoo-arts-kolectiv-sf-san-francisco
,,,No,,Yes,"Electronics,Home Theatre Installation",,Yes,,,10:00 am-5:00 pm,,,,,2399,10:00 am-5:00 pm,,,Street,(415) 255-0888,Ultra High-End,3.0 star rating,,10:00 am-5:00 pm,Closed,,10:00 am-5:00 pm,House of Music,10:00 am-5:00 pm,,10:00 am-5:00 pm,,https://www.yelp.com/ /biz/house-of-music-san-francisco
"260 Utah StSan Francisco, CA 94103",,,,,,Art Galleries,,Yes,,,10:00 am-5:30 pm,,,Yes,,2400,Closed,,,Street,(415) 495-5454,Ultra High-End,4.5 star rating,,10:00 am-5:30 pm,Closed,,11:00 am-7:00 pm,Hosfelt Gallery,10:00 am-5:30 pm,,10:00 am-5:30 pm,,https://www.yelp.com/ /biz/hosfelt-gallery-san-francisco
"2211 Alameda StSan Francisco, CA 94103",,,,,Yes,"Home Decor,Furniture Stores,Furniture Assembly",,Yes,Yes,,10:00 am-6:00 pm,,,,,2401,10:00 am-6:00 pm,,,Street,(415) 565-0900,Ultra High-End,4.0 star rating,,10:00 am-6:00 pm,Closed,,10:00 am-6:00 pm,B&amp;B Italia,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/b-and-b-italia-san-francisco
"3395 Sacramento StSan Francisco, CA 94118",,,,,,Furniture Stores,,Yes,,,,,,,,2402,,,,,(415) 931-8131,Ultra High-End,4.0 star rating,,,,,,Thos. Moser Cabinetmakers,,,,,https://www.yelp.com/ /biz/thos-moser-cabinetmakers-san-francisco
"150 Post StSan Francisco, CA 94108",,,No,,Yes,"Jewelry,Watches,Jewelry Repair",,Yes,,,10:00 am-6:00 pm,,,,,2403,10:00 am-6:00 pm,,,Street,(415) 421-2600,Ultra High-End,3.5 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-6:00 pm,Shreve &amp; Co.,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/shreve-and-co-san-francisco-2
"430 Grant AveSan Francisco, CA 94108",,,,,No,"Antiques,Art Galleries",,Yes,,,9:00 am-6:00 pm,,,No,,2404,9:00 am-8:00 pm,,,Street,(628) 400-6004,Ultra High-End,4.5 star rating,,9:00 am-8:00 pm,9:00 am-8:00 pm,,9:00 am-8:00 pm,Venezia Fine Arts &amp; Antiques,9:00 am-8:00 pm,,9:00 am-8:00 pm,,https://www.yelp.com/ /biz/venezia-fine-arts-and-antiques-san-francisco
"767A Market Street, Suite BSan Francisco, CA 94103",,,,,,Women's Clothing,,Yes,,,,,,,,2405,,,,"Garage, Street",(415) 856-0420,Ultra High-End,3.5 star rating,,,,,,St. John Boutique,,,,,https://www.yelp.com/ /biz/st-john-boutique-san-francisco-2
"San Francisco, CA 94133",,,,,No,"Tours,Food",,No,,,,,,,,2406,,,,,(415) 302-5898,Ultra High-End,4.5 star rating,,,,,,Food Guru GraceAnn Walden’s Walking Tours,,,,,https://www.yelp.com/ /biz/food-guru-graceann-waldens-walking-tours-san-francisco
"3067 Sacramento StSan Francisco, CA 94115",,,Yes,,No,"Home Decor,Furniture Stores",,Yes,,,,,,,,2407,,,,Street,(415) 922-7276,Ultra High-End,4.0 star rating,,,,,,Sue Fisher King,,,,,https://www.yelp.com/ /biz/sue-fisher-king-san-francisco
"111 Cambon DrSan Francisco, CA 94132",Full Bar,,No,Casual,Yes,"Grocery,Delis",Yes,Yes,Yes,,8:00 am-11:00 pm,Late Night,Yes,Yes,Yes,2408,8:00 am-10:00 pm,Quiet,No,Private Lot,(628) 400-6077,Above $61,2.5 star rating,No,8:00 am-11:00 pm,8:00 am-9:30 pm,Yes,8:00 am-10:30 pm,Park Plaza Fine Foods,8:00 am-10:00 pm,No,8:00 am-10:00 pm,No,https://www.yelp.com/ /biz/park-plaza-fine-foods-san-francisco
"2233 Market StSan Francisco, CA 94114",,,,,,Dry Cleaning & Laundry,,Yes,,,7:00 am-6:30 pm,,,,,2409,7:00 am-6:30 pm,,,Street,(415) 552-6035,Ultra High-End,3.5 star rating,,8:00 am-6:00 pm,Closed,,7:00 am-6:30 pm,One Hour Cleaners,7:00 am-6:30 pm,,7:00 am-6:30 pm,No,https://www.yelp.com/ /biz/one-hour-cleaners-san-francisco
"58 Geary StSan Francisco, CA 94108",,,,,Yes,"Women's Clothing,Men's Clothing",,Yes,,,10:00 am-6:00 pm,,,,,2410,10:00 am-6:00 pm,,,Street,(415) 956-2721,Ultra High-End,4.0 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-6:00 pm,Alexander McQueen,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/alexander-mcqueen-san-francisco
"120 Grant AvenueSan Francisco, CA 94108",,,,,Yes,"Accessories,Leather Goods,Watches",,Yes,,,10:00 am-6:00 pm,,,,,2411,10:00 am-6:00 pm,,,Street,(415) 403-4000,Ultra High-End,3.5 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-6:00 pm,Montblanc,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/montblanc-san-francisco
,,,,,No,Art Galleries,,Yes,,,,,,No,,2412,,,,Street,(415) 434-4477,Ultra High-End,4.5 star rating,,,,,,Gallery 444,,,,,https://www.yelp.com/ /biz/gallery-444-san-francisco
"2336 Chestnut StSan Francisco, CA 94123",,,,,,Eyewear & Opticians,,Yes,,,,,,,,2413,,,,Street,(415) 563-2475,Ultra High-End,4.0 star rating,,,,,,Ocularium The,,,,,https://www.yelp.com/ /biz/the-ocularium-san-francisco-2
"15 Clement StSan Francisco, CA 94118",,,,,No,Leather Goods,,Yes,,,10:00 am-6:00 pm,,,,,2414,10:00 am-6:00 pm,,,Street,(415) 750-9910,Ultra High-End,4.5 star rating,,10:00 am-5:00 pm,10:00 am-6:00 pm,,10:00 am-6:00 pm,April In Paris,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/april-in-paris-san-francisco
"60 Grant StSan Francisco, CA 94108",,,,,Yes,Skin Care,,Yes,,,10:00 am-9:00 pm,,,,,2415,10:00 am-9:00 pm,,,Street,,Ultra High-End,3.5 star rating,,10:00 am-9:00 pm,10:00 am-7:00 pm,,10:00 am-9:00 pm,Vine Vera,10:00 am-9:00 pm,,10:00 am-9:00 pm,,https://www.yelp.com/ /biz/vine-vera-san-francisco-4
"1465 Custer AveSan Francisco, CA 94124",,,,,Yes,"Nurseries & Gardening,Gardeners",,Yes,,,10:00 am-5:00 pm,,,,,2416,10:00 am-5:00 pm,,,Street,(415) 864-2251,Ultra High-End,4.5 star rating,,11:00 am-4:00 pm,Closed,,10:00 am-5:00 pm,Living Green Design,10:00 am-5:00 pm,,10:00 am-5:00 pm,,https://www.yelp.com/ /biz/living-green-design-san-francisco
"2654 Mission StSan Francisco, CA 94110",,,,,Yes,"Mobile Phones,Internet Service Providers,Mobile Phone Accessories",,Yes,,,10:00 am-8:00 pm,,,,,2417,10:00 am-8:00 pm,,,Street,(415) 695-8400,Ultra High-End,3.0 star rating,,10:00 am-8:00 pm,11:00 am-7:00 pm,,10:00 am-8:00 pm,Verizon,10:00 am-8:00 pm,,10:00 am-8:00 pm,,https://www.yelp.com/ /biz/verizon-wireless-san-francisco-44
"San Francisco, CA 94129",,,Yes,,Yes,"Hiking,Art Galleries",,No,,,Open 24 hours,,,Yes,,2418,Open 24 hours,,,,(415) 561-5300,Ultra High-End,4.5 star rating,,Open 24 hours,Open 24 hours,,Open 24 hours,Andy Goldsworthy’s Spire,Open 24 hours,,Open 24 hours,,https://www.yelp.com/ /biz/andy-goldsworthys-spire-san-francisco
"341 Sutter StSan Francisco, CA 94108",,,,,,Art Galleries,,Yes,,,10:00 am-6:00 pm,,,No,,2419,10:00 am-6:00 pm,,,,(415) 392-2299,Ultra High-End,4.0 star rating,,10:00 am-6:00 pm,11:00 am-5:00 pm,,10:00 am-6:00 pm,Caldwell Snyder Gallery,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/caldwell-snyder-gallery-san-francisco
"351-A Geary StSan Francisco, CA 94102",,,No,,No,Art Galleries,,Yes,,,,,,Yes,,2420,,,,,(415) 391-1948,Ultra High-End,4.0 star rating,,,,,,The Art of Dr. Seuss - Dennis Rae Fine Art,,,,,https://www.yelp.com/ /biz/the-art-of-dr-seuss-dennis-rae-fine-art-san-francisco
"2013 17th StSan Francisco, CA 94103",,,,,Yes,"Antiques,Interior Design",,Yes,,,9:00 am-5:00 pm,,,,,2421,9:00 am-5:00 pm,,,Street,(415) 431-1018,Ultra High-End,5.0 star rating,,Closed,Closed,,9:00 am-5:00 pm,Candace Barnes,9:00 am-5:00 pm,,9:00 am-5:00 pm,,https://www.yelp.com/ /biz/candace-barnes-san-francisco
"568 Hayes StSan Francisco, CA 94102",,,,,Yes,"Leather Goods,Accessories",,Yes,,,11:00 am-8:00 pm,,,,,2422,11:00 am-8:00 pm,,,,(415) 690-1188,Ultra High-End,4.0 star rating,,11:00 am-8:00 pm,12:00 pm-6:00 pm,,11:00 am-8:00 pm,Will Leather Goods ‘Self Expression’,11:00 am-8:00 pm,,11:00 am-8:00 pm,,https://www.yelp.com/ /biz/will-leather-goods-san-francisco
"550 Kearny StSan Francisco, CA 94133",,,,,,Newspapers & Magazines,,Yes,,,,,,,,2423,,,,,(415) 373-5100,Ultra High-End,4.0 star rating,,,,,,Dwell Magazine,,,,,https://www.yelp.com/ /biz/dwell-magazine-san-francisco
"1645 Van Ness AveSan Francisco, CA 94109",,,,,,Musical Instruments & Teachers,,Yes,,,10:00 am-9:00 pm,,,,,2424,10:00 am-9:00 pm,,,,(415) 409-0350,Ultra High-End,5.0 star rating,,10:00 am-8:00 pm,11:00 am-7:00 pm,,10:00 am-9:00 pm,Guitar Center Lessons,10:00 am-9:00 pm,,10:00 am-9:00 pm,,https://www.yelp.com/ /biz/guitar-center-lessons-san-francisco
"55 Geary StSan Francisco, CA 94108",,,,,,Art Galleries,,Yes,,,10:00 am-6:00 pm,,,Yes,,2425,10:00 am-6:00 pm,,,,(415) 421-7770,Ultra High-End,5.0 star rating,,10:00 am-6:00 pm,10:00 am-6:00 pm,,10:00 am-6:00 pm,Serge Sorokko Gallery,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/serge-sorokko-gallery-san-francisco
"57 Clement StSan Francisco, CA 94118",,,,,,Dry Cleaning & Laundry,,Yes,,,8:00 am-6:30 pm,,,,,2426,8:00 am-6:30 pm,,,Street,(415) 751-3262,Ultra High-End,3.0 star rating,,9:00 am-5:30 pm,Closed,,8:00 am-6:30 pm,Clean Plus Cleaners,8:00 am-6:30 pm,,8:00 am-6:30 pm,No,https://www.yelp.com/ /biz/clean-plus-cleaners-san-francisco
"1901 Van Ness AveSan Francisco, CA 94109",,,No,,Yes,"Eyelash Service,Eyebrow Services,Permanent Makeup",,Yes,,,10:00 am-7:00 pm,,,,,2427,Closed,,,,(415) 845-1898,Ultra High-End,5.0 star rating,,Closed,Closed,,Closed,Blinks+Brows - San Francisco,Closed,,Closed,,https://www.yelp.com/ /biz/blinks-brows-san-francisco-san-francisco
"3251 20th AveSan Francisco, CA 94132",,,,,Yes,"Jewelry,Watches",,Yes,,,10:00 am-9:00 pm,,,,,2428,10:00 am-9:00 pm,,,Garage,(415) 702-9388,Ultra High-End,3.5 star rating,,10:00 am-9:00 pm,12:00 pm-6:00 pm,,10:00 am-9:00 pm,Jade Galore,10:00 am-9:00 pm,,10:00 am-9:00 pm,,https://www.yelp.com/ /biz/jade-galore-san-francisco
"450 Sutter StSan Francisco, CA 94108",,,No,,No,"Cosmetic Surgeons,Skin Care",,Yes,,,,,,,,2429,,,,Garage,(415) 956-2550,Ultra High-End,3.5 star rating,,,,,,"Michael I Kulick, MD",,,,,https://www.yelp.com/ /biz/michael-i-kulick-md-san-francisco
"724 Ellis StSan Francisco, CA 94109",,,,,,Art Galleries,,Yes,,,10:00 am-5:30 pm,,,Yes,,2430,Closed,,,,(415) 541-0461,Ultra High-End,4.5 star rating,,10:00 am-5:30 pm,Closed,,10:00 am-5:30 pm,Modernism,10:00 am-5:30 pm,,10:00 am-5:30 pm,,https://www.yelp.com/ /biz/modernism-san-francisco
"1803 Fillmore StSan Francisco, CA 94115",,,,,,Mattresses,,Yes,,,10:00 am-6:00 pm,,,,,2431,10:00 am-6:00 pm,,,Street,(415) 673-7134,Ultra High-End,3.0 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-6:00 pm,Duxiana,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/duxiana-san-francisco
"630 Mason StSan Francisco, CA 94108",,,,,Yes,Do-It-Yourself Food,,No,,,6:00 pm-10:30 pm,,,,,2432,6:00 pm-10:30 pm,,,,,Ultra High-End,5.0 star rating,,10:00 am-10:30 pm,10:00 am-10:30 pm,,6:00 pm-10:30 pm,JPegs,6:00 pm-10:30 pm,,6:00 pm-10:30 pm,,https://www.yelp.com/ /biz/jpegs-san-francisco
"747 Market StSan Francisco, CA 94103",,,No,,Yes,"Gyms,Sports Clubs,Day Spas",,Yes,,,5:00 am-11:00 pm,,,No,,2433,5:00 am-11:00 pm,,,Garage,(415) 633-3900,Ultra High-End,3.0 star rating,,7:00 am-8:00 pm,7:00 am-8:00 pm,,5:00 am-11:00 pm,Equinox Sports Club San Francisco,5:00 am-11:00 pm,,5:00 am-11:00 pm,,https://www.yelp.com/ /biz/equinox-sports-club-san-francisco-san-francisco
"1641 Pacific AveSan Francisco, CA 94109",,,,,Yes,Art Galleries,,Yes,,,11:00 am-7:00 pm,,,Yes,,2434,11:00 am-7:00 pm,,,,(415) 931-3130,Ultra High-End,5.0 star rating,,11:00 am-6:00 pm,11:00 am-6:00 pm,,11:00 am-7:00 pm,Studio Gallery,Closed,,Closed,,https://www.yelp.com/ /biz/studio-gallery-san-francisco-2
"400 Grant AveSan Francisco, CA 94108",,,,,Yes,"Art Galleries,Antiques",,Yes,,,9:00 am-7:00 pm,,,No,,2435,9:00 am-7:00 pm,,,,(628) 400-5789,Ultra High-End,4.0 star rating,,9:00 am-7:00 pm,9:00 am-7:00 pm,,9:00 am-7:00 pm,Michael Fine Art and Antique,9:00 am-7:00 pm,,9:00 am-7:00 pm,,https://www.yelp.com/ /biz/michael-fine-art-and-antique-san-francisco
"236 Post StSan Francisco, CA 94115",,,,,Yes,"Shoe Stores,Leather Goods,Women's Clothing",,Yes,,,10:00 am-7:00 pm,,,,,2436,10:00 am-7:00 pm,,,Garage,(415) 391-6565,Ultra High-End,3.5 star rating,,10:00 am-7:00 pm,10:00 am-6:00 pm,,10:00 am-7:00 pm,Salvatore Ferragamo,10:00 am-7:00 pm,,10:00 am-7:00 pm,,https://www.yelp.com/ /biz/salvatore-ferragamo-san-francisco-3
"50 Maiden LnSan Francisco, CA 94108",,,,,No,Fashion,,Yes,,,10:00 am-6:00 pm,,,,,2437,10:00 am-6:00 pm,,,Street,(415) 398-1525,Ultra High-End,3.5 star rating,,10:00 am-6:00 pm,Closed,,10:00 am-6:00 pm,Tory Burch,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/tory-burch-san-francisco
"5 Claude LnSan Francisco, CA 94108",,,,,,"Art Galleries,Venues & Event Spaces",,Yes,,,11:00 am-5:00 pm,,,Yes,,2438,Closed,,,"Garage, Street",,Ultra High-End,5.0 star rating,,11:00 am-5:00 pm,Closed,,11:00 am-5:00 pm,5 Claude Lane,Closed,,11:00 am-5:00 pm,,https://www.yelp.com/ /biz/5-claude-lane-san-francisco
"San Francisco, CA 94112",,,,,,Skin Care,,Yes,,,,,,,,2439,,,,Street,(415) 562-4569,Ultra High-End,5.0 star rating,,,,,,Mini Facial Lounge,,,,,https://www.yelp.com/ /biz/mini-facial-lounge-san-francisco-4
"625 2nd StSan Francisco, CA 94107",,,Yes,,Yes,Videos & Video Game Rental,,Yes,,,,,,,,2440,,,,,,Ultra High-End,4.0 star rating,,,,,,IGN Entertainment,,,,,https://www.yelp.com/ /biz/ign-entertainment-san-francisco
"1507 1/2 Vallejo StSan Francisco, CA 94109",,,,,,"Antiques,Jewelry",,,,,,,,,,2441,,,,Street,(415) 931-4213,Ultra High-End,5.0 star rating,,,,,,MDVII Antiques,,,,,https://www.yelp.com/ /biz/mdvii-antiques-san-francisco
"San Francisco, CA 94109",,,,,,"Photographers,Bridal",,,,,,,,,,2442,,,,,(415) 518-6537,Ultra High-End,5.0 star rating,,,,,,Suzanne Sizer Photography,,,,,https://www.yelp.com/ /biz/suzanne-sizer-photography-san-francisco
"2225 Fillmore StreetSan Francisco, CA 94115",,,,,,"Women's Clothing,Accessories",,Yes,,,,,,,,2443,,,,Street,(415) 776-0641,Ultra High-End,3.5 star rating,,,,,,Cielo-European Clothing,,,,,https://www.yelp.com/ /biz/cielo-european-clothing-san-francisco
"824 Montgomery StSan Francisco, CA 94133",,,,,No,Art Galleries,,Yes,,,10:30 am-5:30 pm,,,Yes,,2444,Closed,,,Street,(415) 391-8860,Ultra High-End,5.0 star rating,,11:00 am-5:00 pm,Closed,,10:30 am-5:30 pm,Japonesque Gallery,10:30 am-5:30 pm,,10:30 am-5:30 pm,,https://www.yelp.com/ /biz/japonesque-gallery-san-francisco
"213 Jefferson StSan Francisco, CA 94133",,,No,,Yes,Art Galleries,,Yes,,,9:00 am-8:30 pm,,,Yes,,2445,9:00 am-7:00 pm,,,,(415) 632-1036,Ultra High-End,4.5 star rating,,9:00 am-8:30 pm,10:00 am-8:30 pm,,9:00 am-8:30 pm,ZK Gallery,9:00 am-8:30 pm,,9:00 am-8:30 pm,,https://www.yelp.com/ /biz/zk-gallery-san-francisco
"1311 16th AveSan Francisco, CA 94122",,,,,Yes,"Accessories,Home Decor,Gift Shops",,Yes,,,11:00 am-6:00 pm,,,,,2446,Closed,,,Street,(415) 379-0199,Ultra High-End,4.0 star rating,,11:00 am-5:00 pm,11:00 am-5:00 pm,,Closed,Whistle,Closed,,Closed,,https://www.yelp.com/ /biz/whistle-san-francisco
"162 King StreetSan Francisco, CA 94107",,,,,Yes,Furniture Stores,,Yes,,,10:00 am-6:00 pm,,,,,2447,10:00 am-6:00 pm,,,Street,(415) 777-1030,Ultra High-End,3.0 star rating,,11:00 am-6:00 pm,11:00 am-6:00 pm,,10:00 am-6:00 pm,Ligne Roset,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/ligne-roset-san-francisco
"1528 Union StSan Francisco, CA 94123",,,,,,Massage,,No,,,,,,,,2448,,,,,(971) 219-2379,Ultra High-End,5.0 star rating,,,,,,SF Body Today,,,,,https://www.yelp.com/ /biz/sf-body-today-san-francisco
,,,,,Yes,"Leather Goods,Eyewear & Opticians",,Yes,,,10:00 am-9:00 pm,,,,,2449,10:00 am-8:30 pm,,,Garage,(415) 957-0649,Ultra High-End,2.5 star rating,,10:00 am-9:00 pm,11:00 am-8:00 pm,,10:00 am-9:00 pm,Louis Vuitton San Francisco Bloomingdale’s,10:00 am-8:30 pm,,10:00 am-8:30 pm,,https://www.yelp.com/ /biz/louis-vuitton-san-francisco-bloomingdales-san-francisco
"2135 Union StSan Francisco, CA 94123",,,,,Yes,Mobile Phones,,Yes,,,10:00 am-6:00 pm,,,,,2450,10:00 am-6:00 pm,,,Street,(415) 346-4044,Ultra High-End,3.0 star rating,,10:00 am-6:00 pm,11:00 am-6:00 pm,,10:00 am-6:00 pm,AT&amp;T,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/at-and-t-san-francisco-15
"110 5th Street 2nd FlSan Francisco, CA 94103",,,,,,Coffee & Tea,,,,,9:00 am-10:00 am3:00 pm-4:00 pm,,,,,2451,9:00 am-10:00 am3:00 pm-4:00 pm,,,,,Ultra High-End,5.0 star rating,,Closed,Closed,,9:00 am-10:00 am3:00 pm-4:00 pm,Tongwong Coffee,9:00 am-10:00 am3:00 pm-4:00 pm,,9:00 am-10:00 am3:00 pm-4:00 pm,,https://www.yelp.com/ /biz/tongwong-coffee-san-francisco
"Two Embarcadero CtrSan Francisco, CA 94111",,,,,Yes,"Women's Clothing,Accessories,Leather Goods",,Yes,,,10:00 am-6:00 pm,,,,,2452,10:00 am-6:00 pm,,,"Garage, Street, Private Lot",(415) 273-7777,Ultra High-End,5.0 star rating,,10:00 am-5:00 pm,1:00 pm-5:00 pm,,10:00 am-6:00 pm,Sallumeh Boutique,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/sallumeh-boutique-san-francisco
"San Francisco, CA 94117",,,No,,Yes,Hair Stylists,,Yes,,,1:00 pm-9:00 pm,,,,,2453,Closed,,,Street,(415) 633-6605,Ultra High-End,4.0 star rating,,11:00 am-7:00 pm,Closed,,1:00 pm-9:00 pm,"Emily, Organic Colorist and Stylist",Closed,,Closed,,https://www.yelp.com/ /biz/emily-organic-colorist-and-stylist-san-francisco
"999 California StSan Francisco, CA 94108",Full Bar,,,Dressy,,American (New),,Yes,No,,,,Yes,Yes,,2454,,,No,,(415) 392-3434,Above $61,5.0 star rating,Yes,,,No,,Nob Hill Restaurant,,Yes,,,https://www.yelp.com/ /biz/nob-hill-restaurant-san-francisco
"45 Grant AveSan Francisco, CA 94108",,,,,,"Women's Clothing,Accessories,Eyewear & Opticians",,Yes,,,10:00 am-6:00 pm,,,,,2455,10:00 am-6:00 pm,,,,(415) 986-3000,Ultra High-End,4.5 star rating,,10:00 am-6:00 pm,12:00 pm-5:00 pm,,10:00 am-6:00 pm,CH Carolina Herrera,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/ch-carolina-herrera-san-francisco
,,,No,,No,Jewelry,,Yes,,,10:00 am-8:00 pm,,,,,2456,10:00 am-8:00 pm,,,Garage,(415) 536-3960,Ultra High-End,3.0 star rating,,10:00 am-8:00 pm,11:00 am-6:00 pm,,10:00 am-8:00 pm,Tiffany &amp; Co.,10:00 am-8:00 pm,,10:00 am-8:00 pm,,https://www.yelp.com/ /biz/tiffany-and-co-san-francisco
"4126 18th StSan Francisco, CA 94114",,,,,Yes,Eyewear & Opticians,,Yes,,,,,,,,2457,,,,Street,(415) 252-8262,Ultra High-End,3.5 star rating,,,,,,Specs in The City &amp; Cheaters Too,,,,,https://www.yelp.com/ /biz/specs-in-the-city-and-cheaters-too-san-francisco
"1301 17th StSan Francisco, CA 94107",,,,,,"Music & DVDs,Professional Services,Music Venues",,Yes,,,,,Yes,No,,2458,,,,,(415) 738-2268,Ultra High-End,4.0 star rating,,,,,,Pirates Press,,,,,https://www.yelp.com/ /biz/pirates-press-san-francisco
"1024 Mission StSan Francisco, CA 94103",,,,,,Pawn Shops,,Yes,,,9:00 am-5:30 pm,,,,,2459,9:00 am-5:30 pm,,,Street,(415) 957-9917,Ultra High-End,3.5 star rating,,9:00 am-5:00 pm,Closed,,9:00 am-5:30 pm,Best Collateral,9:00 am-5:30 pm,,9:00 am-5:30 pm,,https://www.yelp.com/ /biz/best-collateral-san-francisco-2
"4059 18th StSan Francisco, CA 94114",,,,,Yes,Tobacco Shops,,Yes,,,,,,,,2460,,,,,(415) 863-7427,Ultra High-End,2.5 star rating,,,,,,Smoke Plus,,,,,https://www.yelp.com/ /biz/smoke-plus-san-francisco
"765 Beach StSan Francisco, CA 94109",,,,,Yes,Art Galleries,,Yes,,,,,,No,,2461,,,,Street,(415) 441-8008,Ultra High-End,4.0 star rating,,,,,,Franklin Bowles Galleries,,,,,https://www.yelp.com/ /biz/franklin-bowles-galleries-san-francisco
"657 Howard StSan Francisco, CA 94105",,,,,Yes,Art Galleries,,Yes,,,10:00 am-6:00 pm,,,No,,2462,Closed,,,,(415) 546-3990,Ultra High-End,4.5 star rating,,10:00 am-6:00 pm,Closed,,10:00 am-6:00 pm,Gagosian,10:00 am-6:00 pm,,10:00 am-6:00 pm,,https://www.yelp.com/ /biz/gagosian-san-francisco
"2671 Ocean AvenueSan Francisco, CA 94132",,,,,,Dry Cleaning & Laundry,,Yes,,,,,,,,2463,,,,Street,(415) 334-0400,Ultra High-End,3.5 star rating,,,,,,Gloria’s Cleaners,,,,,https://www.yelp.com/ /biz/glorias-cleaners-san-francisco
"512 Van Ness AveSan Francisco, CA 94102",,,,,Yes,"Musical Instruments & Teachers,Musical Instrument Services",,Yes,,,,,,,,2464,,,,,(415) 871-5013,Ultra High-End,5.0 star rating,,,,,,"Jesse Maschmeyer Violins, LLC",,,,,https://www.yelp.com/ /biz/jesse-maschmeyer-violins-llc-san-francisco-2
