id,title,popularity,rating,price,cuisine,phone,food_rating,service_rating,value_rating,atmosphere_rating,price_range,feature,mon,tue,wed,thu,fri,sat,sun,address,description
2839,Juicy Lucy's,"#2,840 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,American,,,,,,,,,,,,,8:00 am - 1:00 pm,,"703 Columbus Ave,San Francisco, CA 94133-2701","Address:703 Columbus Ave,San Francisco, CA 94133-2701Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HilltrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2840,Fire House Cafe,"#2,841 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"American,Cafe,Delicatessen",+1 415-397-2232,,,,,,,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,"545 Sansome Street,San Francisco, CA 94111-2908","Address:545 Sansome Street,San Francisco, CA 94111-2908Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-397-2232trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2841,Munchery,"#2,842 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,"App on Your Smart Phone,San Francisco, CA","Address:App on Your Smart Phone,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscotrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2842,Sharetea,"#2,843 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-227-0888,4 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,,"135 4th St,San Francisco, CA 94103-3039","Address:135 4th St,San Francisco, CA 94103-3039Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-227-0888trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2843,King Foot Subs,"#2,844 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-576-1966,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,10:00 am - 9:00 pm,"724 Bush St,San Francisco, CA 94108-3403","Address:724 Bush St,San Francisco, CA 94108-3403Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-576-1966trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2844,Y and Y restaurant,"#2,845 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Vietnamese,+1 415-387-2938,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,10:00 am - 3:00 pm,,10:00 am - 3:00 pm,10:00 am - 3:00 pm,10:00 am - 9:00 pm,10:00 am - 3:00 pm,10:00 am - 3:00 pm,"914 Clement St,San Francisco, CA 94118-2111","Address:914 Clement St,San Francisco, CA 94118-2111Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-387-2938trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2845,Flanahan's Pub,"#2,846 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Pub,+1 415-665-2424,,,,,,,8:00 am - 2:00 am,8:00 am - 2:00 am,8:00 am - 2:00 am,8:00 am - 2:00 am,8:00 am - 2:00 am,8:00 am - 2:00 am,8:00 am - 2:00 am,"3805 Noriega St,San Francisco, CA 94122-3933","Address:3805 Noriega St,San Francisco, CA 94122-3933Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-665-2424trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2846,Bota Tapas & Paella Bar,"#2,847 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"International,European,Spanish,Healthy",(415) 345-2309,,,,,,,,,,,,,,"490 Geary St,San Francisco, CA 94102","Address:490 Geary St,San Francisco, CA 94102Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:(415) 345-2309trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2847,Sweet Things,"#2,848 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-221-8583,,,,,,,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,9:00 am - 6:00 pm,"3585 California St,San Francisco, CA 94118-1707","Address:3585 California St,San Francisco, CA 94118-1707Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-221-8583trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2848,Amawele's South African Kitchen,"#2,849 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-730-4871,4 of 5 bubbles,3 of 5 bubbles,4 of 5 bubbles,,,,10:30 am - 2:30 pm,10:30 am - 2:30 pm,10:30 am - 2:30 pm,10:30 am - 2:30 pm,10:30 am - 2:30 pm,,,"101 Spear St,San Francisco, CA 94105-1559","Address:101 Spear St,San Francisco, CA 94105-1559Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-730-4871trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2849,Elixir,"#2,850 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-552-1633,,,,,,,3:00 pm - 2:00 am,3:00 pm - 2:00 am,3:00 pm - 2:00 am,3:00 pm - 2:00 am,3:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,"3200 16th St,San Francisco, CA 94103-3322","Address:3200 16th St,San Francisco, CA 94103-3322Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-552-1633trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2850,Get Fresh Sf,"#2,851 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,,4 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,,"2828 Jones Street,San Francisco, CA 94597","Address:2828 Jones Street,San Francisco, CA 94597Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharftrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2851,Grinders Pizzeria,"#2,852 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,4159336700,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,,"448 Balboa Street,San Francisco, CA 94118","Address:448 Balboa Street,San Francisco, CA 94118Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:4159336700trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2852,Little Kitchen,"#2,853 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Chinese,14159225526,,,,,$5 -$20,,,,,,,,,"2401 Polk St,San Francisco, CA 94109","Address:2401 Polk St,San Francisco, CA 94109Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Russian HillNeighborhood: Russian HillPhone Number:14159225526trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2853,Monterey Pizza,"#2,854 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-585-5858,,,,,,,11:00 pm - 12:00 am,11:00 pm - 12:00 am,11:00 pm - 12:00 am,11:00 pm - 12:00 am,12:00 am - 11:30 pm,11:00 am - 11:30 pm,11:00 am - 10:00 pm,"599 Monterey Blvd,San Francisco, CA 94127-2415","Address:599 Monterey Blvd,San Francisco, CA 94127-2415Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-585-5858trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2854,Nubi - San Francisco,"#2,855 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-504-7888,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,"1511 Sloat Blvd,Suite A,San Francisco, CA 94132-1222","Address:1511 Sloat Blvd,Suite A,San Francisco, CA 94132-1222Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-504-7888trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2855,Little Saigon Deli,"#2,856 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Vietnamese,+1 415-284-7375,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,,,"131 Steuart St,Ste 101,San Francisco, CA 94105-1230","Address:131 Steuart St,Ste 101,San Francisco, CA 94105-1230Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-284-7375trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2856,Maya 16th,"#2,857 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Mexican,+1 415-621-8025,,,,,,,,,,,,,,"3198 16th St,San Francisco, CA 94103","Address:3198 16th St,San Francisco, CA 94103Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-621-8025trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2857,El Bobo,"#2,858 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,American,+1 415-861-6822,,,,,$10 -$20,,,,,,,,,"1539 Folsom St,San Francisco, CA","Address:1539 Folsom St,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-861-6822trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2858,Gateway Croissant,"#2,859 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-749-0202,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,12:00 am - 11:59 pm,12:00 am - 11:59 pm,12:00 am - 11:59 pm,12:00 am - 11:59 pm,12:00 am - 11:59 pm,12:00 am - 11:59 pm,12:00 am - 11:59 pm,"390 Golden Gate Ave,San Francisco, CA 94102-3609","Address:390 Golden Gate Ave,San Francisco, CA 94102-3609Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-749-0202trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2859,Shanghai King Restaurant,"#2,860 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Chinese,+1 415-751-8866,4 of 5 bubbles,3 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,,,11:00 am - 9:30 pm,,11:00 am - 9:30 pm,11:00 am - 9:30 pm,11:00 am - 9:30 pm,10:30 am - 9:30 pm,10:30 am - 9:30 pm,"3038 Clement Street,San Francisco, CA 94121-1715","Address:3038 Clement Street,San Francisco, CA 94121-1715Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-751-8866trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2860,Diller's,"#2,861 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"American,Delicatessen",+1 415-391-5650,,,,,,,6:00 am - 3:00 pm,6:00 am - 3:00 pm,6:00 am - 3:00 pm,6:00 am - 3:00 pm,6:00 am - 3:00 pm,,,"348 Pine St.,San Francisco, CA 94104-3231","Address:348 Pine St.,San Francisco, CA 94104-3231Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-391-5650trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2861,El Valenciano,"#2,862 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Spanish,+1 415-826-9561,,,,,,,,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,5:00 pm - 2:00 am,,"1153 Valencia St,San Francisco, CA 94110-3075","Address:1153 Valencia St,San Francisco, CA 94110-3075Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-826-9561trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2862,El Patio,"#2,863 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Mexican,Latin,Spanish, Salvadoran,South American",+1 415-641-5056,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,$3 -$10,,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"3193 Mission Street,San Francisco, CA 94110","Address:3193 Mission Street,San Francisco, CA 94110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-641-5056trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2863,Dona Mayo Mexican Restaurant,"#2,864 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,,"301 S van Ness Ave,San Francisco, CA 94103-3627","Address:301 S van Ness Ave,San Francisco, CA 94103-3627Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistricttrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2864,Cultured Salad,"#2,865 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,American,+1 415-989-1123,,,,,$8 -$12,,,,,,,,,"215 Leidesdorff Street,San Francisco, CA 94111-3011","Address:215 Leidesdorff Street,San Francisco, CA 94111-3011Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-989-1123trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2865,Reaction Restaurant,"#2,866 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-552-8200,3 of 5 bubbles,5 of 5 bubbles,2 of 5 bubbles,2 of 5 bubbles,,,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,,"2183 Mission St,San Francisco, CA 94110-1219","Address:2183 Mission St,San Francisco, CA 94110-1219Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-552-8200trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2866,San Francisco's Best Burritos,"#2,867 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Mexican,+1 415-922-1071,,,,,,,,,,,,,,"1035 Geary St,San Francisco, CA 94109-6902","Address:1035 Geary St,San Francisco, CA 94109-6902Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-922-1071trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2867,Bindi,"#2,868 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Indian,+1 415-369-9383,,,,,,,,,,,,,,"28 2nd,between Market St & Stevenson St,San Francisco, CA 94102","Address:28 2nd,between Market St & Stevenson St,San Francisco, CA 94102Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-369-9383trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2868,Napolean Bakery and Cafe,"#2,869 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Cafe,Asian,Korean,Vietnamese",+1 415-397-3701,,,,,$8,,,,,,,,,"24 Ellis Street,San Francisco, CA 94102-2208","Address:24 Ellis Street,San Francisco, CA 94102-2208Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-397-3701trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2869,Mint Cafe,"#2,870 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-431-6468,,,,,,,7:30 am - 5:00 pm,7:30 am - 7:00 pm,7:30 am - 7:00 pm,7:30 am - 7:00 pm,7:30 am - 5:00 pm,10:00 am - 5:00 pm,12:00 pm - 4:00 pm,"400 McAllister St,San Francisco, CA 94102-4512","Address:400 McAllister St,San Francisco, CA 94102-4512Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Civic CenterNeighborhood: Civic CenterPhone Number:+1 415-431-6468trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2870,Main Tower Deli,"#2,871 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-546-0640,,,,,,,,,,,,,,"221 Main St,Ste 2,San Francisco, CA 94105-1906","Address:221 Main St,Ste 2,San Francisco, CA 94105-1906Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-546-0640trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2871,Yummy BBQ Kitchen,"#2,872 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Barbecue,+1 415-421-2015,4 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,,"683 Broadway,San Francisco, CA 94133-4405","Address:683 Broadway,San Francisco, CA 94133-4405Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-421-2015trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2872,Atmospherix,"#2,873 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Seafood,,,,,,,,,,,,,,,"Pier39,San Francisco, CA","Address:Pier39,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharftrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2873,Simply Delish,"#2,874 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"American,Thai",+1 415-529-1649,,,,,,,,,,,,,,"5668 3rd St,San Francisco, CA 94124-2608","Address:5668 3rd St,San Francisco, CA 94124-2608Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-529-1649trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2874,Prima Cosa Caffe,"#2,875 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-834-9801,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,,6:00 am - 4:00 pm,6:00 am - 4:00 pm,6:00 am - 4:00 pm,6:00 am - 4:00 pm,6:00 am - 4:00 pm,,,"15 Sutter St,San Francisco, CA 94104-4901","Address:15 Sutter St,San Francisco, CA 94104-4901Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-834-9801trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2875,Cafe Rosso,"#2,876 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-405-0923,3 of 5 bubbles,3 of 5 bubbles,4 of 5 bubbles,,,,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 5:00 pm,8:00 am - 3:00 pm,,"1600 Holloway Ave,San Francisco, CA 94132-1722","Address:1600 Holloway Ave,San Francisco, CA 94132-1722Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-405-0923trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2876,SF City Hall Cafe,"#2,877 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-701-1061,,,,,,,,,,,,,,"401 Van Ness Ave,San Francisco, CA 94102-4522","Address:401 Van Ness Ave,San Francisco, CA 94102-4522Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Civic CenterNeighborhood: Civic CenterPhone Number:+1 415-701-1061trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2877,Arby's,"#2,878 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,American,+1 408-249-4259,,,,,,,,,,,,,,"3158 Stevens Creek Blvd,San Francisco, CA 95117-1142","Address:3158 Stevens Creek Blvd,San Francisco, CA 95117-1142Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 408-249-4259trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2878,Lee's Deli,"#2,879 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-284-9170,,,,,,,6:00 am - 4:00 pm,6:00 am - 4:00 pm,6:00 am - 4:00 pm,6:00 am - 4:00 pm,6:00 am - 4:00 pm,,,"170 Spear St,San Francisco, CA 94105-1503","Address:170 Spear St,San Francisco, CA 94105-1503Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-284-9170trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2879,Carmila,"#2,880 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"Filipino,Asian",+1 415-495-4440,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,,,,,,,,"53 3rd Street,San Francisco, CA 94103-3105","Address:53 3rd Street,San Francisco, CA 94103-3105Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-495-4440trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2880,La Casona Taqueria,"#2,881 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Mexican,+1 415-648-0477,4 of 5 bubbles,3 of 5 bubbles,3 of 5 bubbles,3 of 5 bubbles,$12,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,"3919 24th St.,San Francisco, CA 94114-3703","Address:3919 24th St.,San Francisco, CA 94114-3703Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Noe ValleyNeighborhood: Noe ValleyPhone Number:+1 415-648-0477trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2881,Irma's Pampamga Restaurant,"#2,882 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-626-6688,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,8:00 am - 7:30 pm,8:00 am - 7:30 pm,8:00 am - 7:30 pm,8:00 am - 7:30 pm,8:00 am - 7:30 pm,8:00 am - 6:00 pm,,"2901 16th St,San Francisco, CA 94103-3612","Address:2901 16th St,San Francisco, CA 94103-3612Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-626-6688trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2882,Silver Garden City Restaurant,"#2,883 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-330-9289,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,,,,,,,,"2571 San Bruno Ave,San Francisco, CA 94134-1504","Address:2571 San Bruno Ave,San Francisco, CA 94134-1504Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-330-9289trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
2883,Marengo on the Alley,"#2,884 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,6284443100,4 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,,,"531 Commercial Street,near Sansome Street & Leidesdorff Street, in Financial District,San Francisco, CA 94111","Address:531 Commercial Street,near Sansome Street & Leidesdorff Street, in Financial District,San Francisco, CA 94111Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:6284443100trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
