id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,reservations,delivery,takeout,creditCard,applePay,goodFor,parking,bikeParking,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,outdoorSeating,wifi,hasTV,waiterService,caters,driveThrough
2016,Bliss Spa,http://www.yelp.com/ /biz/bliss-spa-san-francisco-5,"Day Spas,Massage,Skin Care",Pricey,3.5 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"181 3rd St, 4th FlSan Francisco, CA 94103",(415) 817-4100,,,,Yes,No,,"Garage, Street",Yes,,,,,,,,,,,,
2017,Athleta,http://www.yelp.com/ /biz/athleta-san-francisco-2,Sports Wear,Pricey,3.5 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"2226 Fillmore StSan Francisco, CA 94115",(415) 345-8501,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2018,Paul Smith,http://www.yelp.com/ /biz/paul-smith-san-francisco-2,"Men's Clothing,Accessories,Women's Clothing",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"50 Geary StSan Francisco, CA 94108",(415) 352-3520,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2019,Whole Foods Market Market Street,http://www.yelp.com/ /biz/whole-foods-market-market-street-san-francisco-2,"Grocery,Health Markets,Organic Stores",Pricey,3.5 star rating,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,"2001 Market StSan Francisco, CA 94114",(415) 626-1430,,No,Yes,Yes,Yes,,Garage,Yes,,,,,,Beer & Wine Only,,,,,,
2020,Kusuyama Japan Fine Crafts,http://www.yelp.com/ /biz/kusuyama-japan-fine-crafts-san-francisco,"Accessories,Gift Shops",Pricey,5.0 star rating,12:00 pm-7:00 pm,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-6:00 pm,"1746 Post StSan Francisco, CA 94115",(415) 525-8683,,,,Yes,,,,,,,,,,,,,,,,
2021,American Giant,http://www.yelp.com/ /biz/american-giant-san-francisco-3,"Men's Clothing,Women's Clothing",Pricey,3.5 star rating,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,Closed,"161 Natoma StSan Francisco, CA 94105",(415) 529-2429,,,,Yes,Yes,,Street,Yes,,,,,,,,,,,,
2022,Tea Living,http://www.yelp.com/ /biz/tea-living-san-francisco,Children's Clothing,Pricey,4.0 star rating,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,Closed,Closed,"1 Arkansas StSan Francisco, CA 94107",(415) 621-9400,,,,Yes,No,,,No,,,,,,,,,,,,
2023,7 For All Mankind,http://www.yelp.com/ /biz/7-for-all-mankind-san-francisco,"Men's Clothing,Women's Clothing,Children's Clothing",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"224 Grant AveSan Francisco, CA 94108",(415) 399-0549,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2024,"David C. Mabrie, MD",http://www.yelp.com/ /biz/david-c-mabrie-md-san-francisco-4,"Cosmetic Surgeons,Skin Care,Medical Spas",Pricey,4.0 star rating,Closed,8:30 am-6:00 pm,8:30 am-6:00 pm,8:30 am-6:00 pm,8:30 am-6:00 pm,Closed,Closed,"166 Geary StSan Francisco, CA 94108",(415) 445-9513,,,,Yes,No,,"Garage, Street",Yes,,,,,,,,,,,,
2025,Fine Arts Optical,http://www.yelp.com/ /biz/fine-arts-optical-san-francisco,Eyewear & Opticians,Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"888 Valencia StSan Francisco, CA 94110",(415) 913-7414,,,,Yes,,,Street,,,,,,,,,,,,,
2026,Cookin’: Recycled Gourmet Appurtenances,http://www.yelp.com/ /biz/cookin-recycled-gourmet-appurtenances-san-francisco,Kitchen & Bath,Pricey,3.0 star rating,Closed,12:00 pm-6:30 pm,12:00 pm-6:30 pm,12:00 pm-6:30 pm,12:00 pm-6:30 pm,12:00 pm-6:30 pm,1:00 pm-5:00 pm,"339 Divisadero StSan Francisco, CA 94117",(415) 861-1854,,,,Yes,Yes,,Street,No,,,,,,,,,,,,
2027,Alessi,http://www.yelp.com/ /biz/alessi-san-francisco,Home Decor,Pricey,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"424 Sutter StSan Francisco, CA 94108",(415) 434-0403,,,,Yes,,,Street,,,,,,,,,,,,,
2028,illy Caffè,http://www.yelp.com/ /biz/illy-caff%C3%A8-san-francisco-17,"Cafes,Coffee & Tea,Italian",$31-60,4.5 star rating,,,,,,,,"220 Montgomery StSan Francisco, CA 94104",,No,No,Yes,Yes,No,,,Yes,Yes,Yes,Casual,,,,No,Free,,,No,
2029,hair-by-kermit,http://www.yelp.com/ /biz/hair-by-kermit-san-francisco,Hair Stylists,Pricey,5.0 star rating,,,,,,,,"555 Sutter StSan Francisco, CA 94102",(415) 283-6803,,,,Yes,,,,,No,,,,,,,,,,,
2030,Sprout San Francisco,http://www.yelp.com/ /biz/sprout-san-francisco-san-francisco,"Baby Gear & Furniture,Toy Stores",Pricey,4.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-5:00 pm,"1828 Union StSan Francisco, CA 94123",(415) 359-9205,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
2031,The Camp Kit,http://www.yelp.com/ /biz/the-camp-kit-san-francisco,Outdoor Gear,Pricey,5.0 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"San Francisco, CA",(415) 580-1404,,,,Yes,,,,Yes,,,,,,,,,,,,
2032,Shinola,http://www.yelp.com/ /biz/shinola-san-francisco-2,"Leather Goods,Watches,Bikes",Pricey,4.5 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"722 Montgomery StSan Francisco, CA 94111",(415) 513-1640,,,,Yes,No,,,Yes,,,,,,,,,,,,
2033,Yogurt Saint Benoit,http://www.yelp.com/ /biz/yogurt-saint-benoit-san-francisco,Ice Cream & Frozen Yogurt,Pricey,4.5 star rating,,,,,,,,"1 Ferry BuildingSan Francisco, CA 94111",,,,,No,,,Street,,,,,,,,,,,,,
2034,Mollie Stone’s,http://www.yelp.com/ /biz/mollie-stones-san-francisco-4,Grocery,Pricey,3.5 star rating,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,"635 Portola DrSan Francisco, CA 94127",(415) 664-1600,,,Yes,Yes,No,,"Street, Private Lot",Yes,,,,,,,,,,,,
2035,Make Eat Easy,http://www.yelp.com/ /biz/make-eat-easy-san-francisco,Food Delivery Services,Pricey,5.0 star rating,12:00 am-5:30 am,12:00 am-5:30 am,12:00 am-5:30 am,12:00 am-5:30 am,12:00 am-5:30 am,12:00 am-5:30 am,12:00 am-5:30 am,,(415) 316-7576,,,,Yes,,,,,,,,,,,,,,,,
2036,Hearsay Supper Club,http://www.yelp.com/ /biz/hearsay-supper-club-san-francisco,Supper Clubs,$31-60,3.5 star rating,,,,,,,,"San Francisco, CA",,,,,Yes,,,,Yes,,No,,,Quiet,Beer & Wine Only,No,,Yes,,,
2037,Bubble,http://www.yelp.com/ /biz/bubble-san-francisco,"Children's Clothing,Toy Stores",Pricey,4.0 star rating,10:30 am-6:00 pm,10:30 am-6:00 pm,10:30 am-6:00 pm,10:30 am-6:00 pm,10:30 am-6:00 pm,10:00 am-6:00 pm,11:00 am-5:30 pm,"2163 Union StSan Francisco, CA 94123",(415) 771-0570,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2038,Clean Image,http://www.yelp.com/ /biz/clean-image-san-francisco,Dry Cleaning & Laundry,Pricey,4.5 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,8:00 am-6:00 pm,Closed,"3141 Fillmore StSan Francisco, CA 94123",(415) 922-2080,,,,Yes,,,Street,,,,,,,,,,,,,
2039,HD Buttercup,http://www.yelp.com/ /biz/hd-buttercup-san-francisco,Furniture Stores,Pricey,3.5 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,11:00 am-6:00 pm,"290 Townsend StSan Francisco, CA 94107",(415) 820-4788,,,,Yes,No,,Private Lot,Yes,,,,,,,,,,,,
2040,Modern Relics,http://www.yelp.com/ /biz/modern-relics-san-francisco,"Jewelry,Art Galleries",Pricey,5.0 star rating,Closed,Closed,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,Closed,"771 Cabrillo AveSan Francisco, CA 94118",(415) 422-0477,,,,Yes,,,Street,,,,,,,,,,,,,
2041,Cotton Sheep,http://www.yelp.com/ /biz/cotton-sheep-san-francisco,"Women's Clothing,Children's Clothing,Men's Clothing",Pricey,3.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"572 Hayes StSan Francisco, CA 94102",(415) 621-5546,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
2042,Fillmore Florist,http://www.yelp.com/ /biz/fillmore-florist-san-francisco,Florists,Pricey,3.5 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,"1880 Fillmore StSan Francisco, CA 94115",(415) 929-5200,,Yes,,Yes,,,Street,,,,,,,,,,,,,
2043,Avenue Fine Food Market,http://www.yelp.com/ /biz/avenue-fine-food-market-san-francisco,"Grocery,Beer, Wine & Spirits",Pricey,4.0 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,"1837 Pacific AveSan Francisco, CA 94109",(415) 775-8632,,,,Yes,,,Street,No,,,,,,,,,,,,
2044,The Nature Stop,http://www.yelp.com/ /biz/the-nature-stop-san-francisco,"Grocery,Health Markets",Pricey,3.5 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,"1336 Grant AveSan Francisco, CA 94133",(415) 398-3810,,,Yes,Yes,,,Street,Yes,,,,,,,,,,,,
2045,Poetica Art and Antiques,http://www.yelp.com/ /biz/poetica-art-and-antiques-san-francisco,"Furniture Stores,Antiques,Jewelry",Pricey,5.0 star rating,Closed,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-8:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,Closed,"3461 Sacramento StSan Francisco, CA 94118",(415) 637-5837,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2046,The Spa,http://www.yelp.com/ /biz/the-spa-san-francisco,"Massage,Skin Care,Hair Removal",Pricey,4.0 star rating,,,,,,,,"747 Market StSan Francisco, CA 94103",(415) 633-3990,,,,Yes,,,Garage,,,,,,,,,,,,,
2047,Nob Hill Inn,http://www.yelp.com/ /biz/nob-hill-inn-san-francisco,Hotels,Pricey,4.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"1000 Pine StSan Francisco, CA 94109",(415) 673-6080,,,,Yes,Yes,,,,,,,,,,,Free,,,,
2048,Krimsa Fine Rugs &amp; Decor,http://www.yelp.com/ /biz/krimsa-fine-rugs-and-decor-san-francisco,"Carpeting,Home Decor,Carpet Cleaning",Pricey,4.5 star rating,,,,,,,,"2190 Union StSan Francisco, CA 94123",(415) 441-4321,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2049,Détente Spa Services,http://www.yelp.com/ /biz/d%C3%A9tente-spa-services-san-francisco-2,"Day Spas,Massage Therapy,Skin Care",Pricey,5.0 star rating,Closed,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,"1749 O&#39;farrell StSan Francisco, CA 94115",(415) 857-5245,,,,No,,,Street,,,,,,,,,,,,,
2050,Noise Pop Festival,http://www.yelp.com/ /biz/noise-pop-festival-san-francisco,"Music Venues,Local Flavor,Festivals",Pricey,3.0 star rating,,,,,,,,"San Francisco, CA 94110",(415) 375-3370,,,,No,,,,,No,Yes,,"Hipster, Trendy",,Full Bar,No,,,,,
2051,Vanity Beauty Lounge,http://www.yelp.com/ /biz/vanity-beauty-lounge-san-francisco,"Day Spas,Nail Salons",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,Closed,Closed,"3 Embarcadero CtrSan Francisco, CA 94111",(415) 362-2242,,,,Yes,,,,Yes,,,,,,,,,,,,
2052,Swan’s Neck Vodka,http://www.yelp.com/ /biz/swans-neck-vodka-san-francisco,"Beer, Wine & Spirits",Pricey,4.5 star rating,,,,,,,,"3053 Fillmore StSan Francisco, CA 94123",(415) 552-9755,,,,,,,,,,,,,,,,,,,,
2053,The Hundreds,http://www.yelp.com/ /biz/the-hundreds-san-francisco,"Women's Clothing,Men's Clothing,Shoe Stores",Pricey,3.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,12:00 pm-6:00 pm,"585 Post StSan Francisco, CA 94109",(415) 817-9912,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2054,Aedicule,http://www.yelp.com/ /biz/aedicule-san-francisco-2,"Framing,Antiques",Pricey,5.0 star rating,Closed,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,"3225 Sacramento StSan Francisco, CA 94115",(415) 771-5837,,,,Yes,,,Street,,,,,,,,,,,,,
2055,Marmot,http://www.yelp.com/ /biz/marmot-san-francisco,"Sports Wear,Accessories,Outdoor Gear",Pricey,4.0 star rating,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-6:30 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"165 Post StSan Francisco, CA 94108",(415) 391-7015,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2056,Brilliant Earth,http://www.yelp.com/ /biz/brilliant-earth-san-francisco,"Jewelry,Bridal",Pricey,4.5 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,"26 O&#39;Farrell StSan Francisco, CA 94108",(415) 354-4623,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
2057,Hilton San Francisco Financial District,http://www.yelp.com/ /biz/hilton-san-francisco-financial-district-san-francisco,Hotels,Pricey,3.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"750 Kearny StSan Francisco, CA 94108",(415) 433-6600,,,,Yes,Yes,,,,,,,,,,,Paid,,,,
2058,Dish Clothing,http://www.yelp.com/ /biz/dish-clothing-san-francisco,"Women's Clothing,Accessories",Pricey,4.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,Closed,"541 Hayes StSan Francisco, CA 94102",(415) 252-5997,,,,Yes,,,Street,,,,,,,,,,,,,
2059,Thrive Cleanse,http://www.yelp.com/ /biz/thrive-cleanse-san-francisco,Juice Bars & Smoothies,Pricey,4.5 star rating,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,Closed,10:00 am-4:00 pm,"1 Embarcadero CtrSan Francisco, CA 94111",(415) 802-5131,,,,Yes,,,Street,,,,,,,,,,,,,
2060,Rejouvenance,http://www.yelp.com/ /biz/rejouvenance-san-francisco,Skin Care,Pricey,4.0 star rating,,,,,,,,"1500 Vallejo StSan Francisco, CA 94109",(415) 567-7222,,,,Yes,,,Street,,,,,,,,,,,,,
2061,Henri Hubert,http://www.yelp.com/ /biz/henri-hubert-san-francisco-2,"Men's Clothing,Women's Clothing,Antiques",Pricey,4.5 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-7:00 pm,"845 Market St, Fl 4San Francisco, CA 94103",(415) 763-7770,,,,Yes,,,"Valet, Garage, Street, Private Lot, Validated",,,,,,,,,,,,,
2062,lucy Activewear,http://www.yelp.com/ /biz/lucy-activewear-san-francisco-2,"Women's Clothing,Sports Wear,Accessories",Pricey,4.0 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-6:00 pm,1:00 pm-5:00 pm,"3 Embarcadero CtrSan Francisco, CA 94111",(415) 765-0943,,,,Yes,,,"Garage, Street",,,,,,,,,,,,,
2063,Anaise,http://www.yelp.com/ /biz/anaise-san-francisco,"Women's Clothing,Shoe Stores,Jewelry",Pricey,5.0 star rating,Closed,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-7:00 pm,12:00 pm-5:00 pm,"3686 20th StSan Francisco, CA 94110",(408) 807-9379,,,,Yes,No,,,,,,,,,,,,,,,
2064,Green Leaves Natural Spa &amp; Lash,http://www.yelp.com/ /biz/green-leaves-natural-spa-and-lash-san-francisco,"Day Spas,Skin Care,Eyelash Service",Pricey,5.0 star rating,Closed,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,Closed,"3836 24th StSan Francisco, CA 94114",(415) 715-4180,,,,Yes,No,,Street,Yes,,,,,,,,,,,,
2065,Clancy’s Christmas Trees &amp; Pumpkin Patch,http://www.yelp.com/ /biz/clancys-christmas-trees-and-pumpkin-patch-san-francisco,"Christmas Trees,Pumpkin Patches",Pricey,3.5 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"1620 7th AveSan Francisco, CA 94122",(415) 753-2689,,,,Yes,,,"Street, Private Lot",Yes,,,,,,,,,,,,
2066,Performance Audio,http://www.yelp.com/ /biz/performance-audio-san-francisco,"Home Theatre Installation,Electronics,Contractors",Pricey,4.0 star rating,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,,(415) 441-6220,,,,Yes,,,,Yes,,,,,,,,,,,,
2067,Paolo Shoes,http://www.yelp.com/ /biz/paolo-shoes-san-francisco,Shoe Stores,Pricey,3.5 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"524 Hayes StSan Francisco, CA 94102",(415) 552-4580,,,,Yes,,,Street,No,,,,,,,,,,,,
2068,H2 Cards,http://www.yelp.com/ /biz/h2-cards-san-francisco,Cards & Stationery,Pricey,4.0 star rating,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,10:00 am-5:30 pm,Closed,Closed,"638 Washington StSan Francisco, CA 94111",(415) 362-6888,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2069,Natural Tea Shop,http://www.yelp.com/ /biz/natural-tea-shop-san-francisco,Coffee & Tea,Pricey,3.5 star rating,,,,,,,,"1199 #D Stockton StreetSan Francisco, CA 94133",(415) 982-8989,,,,Yes,,,Street,,,,,,,,No,No,,,,
2070,Whole Foods Market Haight,http://www.yelp.com/ /biz/whole-foods-market-haight-san-francisco,"Grocery,Health Markets,Organic Stores",Pricey,3.0 star rating,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,8:00 am-10:00 pm,"690 Stanyan StreetSan Francisco, CA 94117",(415) 876-6740,,No,Yes,Yes,Yes,,Private Lot,Yes,,,,,,Beer & Wine Only,,,,,,
2071,Rebekah Northway Floral Design,http://www.yelp.com/ /biz/rebekah-northway-floral-design-san-francisco,Florists,Pricey,5.0 star rating,,,,,,,,"San Francisco, CA",(415) 335-2205,,,,Yes,,,,,,,,,,,,,,,,
2072,Wee Scotty,http://www.yelp.com/ /biz/wee-scotty-san-francisco,"Sewing & Alterations,Children's Clothing",Pricey,4.0 star rating,12:00 pm-6:00 pm,12:00 pm-6:00 pm,12:00 pm-6:00 pm,12:00 pm-6:00 pm,12:00 pm-6:00 pm,12:00 pm-5:00 pm,11:00 am-4:00 pm,"609 Clement StSan Francisco, CA 94118",(415) 221-9200,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2073,Laurel Beauty Lab,http://www.yelp.com/ /biz/laurel-beauty-lab-san-francisco,Hair Salons,Pricey,4.5 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,"660 Market StSan Francisco, CA 94104",(415) 580-1929,,,,Yes,,,Garage,Yes,No,,,,,,,,,,,
2074,GANT,http://www.yelp.com/ /biz/gant-san-francisco,"Men's Clothing,Shoe Stores,Women's Clothing",Pricey,5.0 star rating,11:00 am-7:30 pm,11:00 am-7:30 pm,11:00 am-7:30 pm,11:00 am-7:30 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-6:00 pm,"552 Hayes StSan Francisco, CA 94102",(415) 437-1949,,,,Yes,,,,Yes,,,,,,,,,,,,
2075,Convert,http://www.yelp.com/ /biz/convert-san-francisco,"Men's Clothing,Accessories,Women's Clothing",Pricey,5.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-6:00 pm,"556 Hayes StSan Francisco, CA 94102",(415) 252-7991,,,,Yes,,,,Yes,,,,,,,,,,,,
2076,Creative Paint,http://www.yelp.com/ /biz/creative-paint-san-francisco-18,Paint Stores,Pricey,4.5 star rating,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,9:00 am-5:00 pm,10:00 am-3:00 pm,"2050 Taraval StSan Francisco, CA 94116",(415) 566-3638,,,,Yes,,,Street,Yes,,,,,,,,,,,,
2077,Happy Lashes,http://www.yelp.com/ /biz/happy-lashes-san-francisco-2,Eyelash Service,Pricey,4.5 star rating,,,,,,,,"425 Market StSan Francisco, CA 94105",(415) 584-1200,,,,Yes,,,,Yes,,,,,,,,,,,,
2078,Madewell,http://www.yelp.com/ /biz/madewell-san-francisco,"Women's Clothing,Accessories,Shoe Stores",Pricey,3.5 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-7:00 pm,,(415) 644-0748,,,,Yes,,,Garage,Yes,,,,,,,,,,,,
2079,Local Mission Market,http://www.yelp.com/ /biz/local-mission-market-san-francisco,Farmers Market,Pricey,3.5 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"2670 Harrison StSan Francisco, CA 94110",(415) 795-3355,,,Yes,Yes,,,Street,Yes,,,,,,,,,,,,
2080,Garrett Leight California Optical,http://www.yelp.com/ /biz/garrett-leight-california-optical-san-francisco,Eyewear & Opticians,Pricey,5.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"393 Hayes StSan Francisco, CA 94102",(628) 444-3110,,,,Yes,,,,Yes,,,,,,,,,,,,
2081,Park Central San Francisco,http://www.yelp.com/ /biz/park-central-san-francisco-san-francisco,Hotels,Pricey,3.5 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"50 Third St.San Francisco, CA 94103",(415) 974-6400,,,,Yes,No,,,,,,,,,,,Paid,,,,
2082,Wild Orchid Nails &amp; Spa,http://www.yelp.com/ /biz/wild-orchid-nails-and-spa-san-francisco,"Nail Salons,Hair Salons",Pricey,4.0 star rating,Closed,Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,Closed,"166 Geary StSan Francisco, CA 94108",(415) 758-2066,,,,Yes,,,"Garage, Street",,Yes,,,,,,,,,,,
2083,Trumaker,http://www.yelp.com/ /biz/trumaker-san-francisco-4,Bespoke Clothing,Pricey,3.5 star rating,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-5:00 pm,"701 Sutter StSan Francisco, CA 94109",(415) 349-5235,,,,Yes,Yes,,Street,No,,,,,,,,,,,,
2084,Decades of Fashion,http://www.yelp.com/ /biz/decades-of-fashion-san-francisco-2,"Men's Clothing,Women's Clothing,Hats",Pricey,3.0 star rating,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,"1653 Haight StSan Francisco, CA 94117",(415) 551-1653,,,,Yes,,,Street,Yes,,,,,,,,,,,,
