title,phone,tags,price,yelp_rating,food_rating,service_rating,value_rating,atmosphere_rating,feature,street_address,zipcode,zipcode_extension,monday,tuesday,wednesday,thursday,friday,saturday,sunday,webpage
The Richmond,(415) 379-8988,"American, European, Wine Bars, American (New)",$30-$60,4.5,4.5/5,5/5,4.5/5,4.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Reservations, Takeout, Noiselevel, Seating",615 Balboa street,94118,3724,5:30 PM-9:30 PM,6:00 PM-9:00 PM,6:00 PM-9:00 PM,6:00 PM-9:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,,http://www.yelp.com/biz/the-richmond-san-francisco
Glutless,(415) 305-7877,"Gluten-Free, Bakeries, Pizza",$10-$10,5.0,5/5,5/5,,4.5/5,"Alcohol, Delivery, Wifi, Creditcard, Bikeparking, Takeout, Attire",325 Mason street,94102,,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-3:00 PM,9:00 AM-3:00 PM,,,https://www.yelp.com/biz/glutless-san-francisco
B44 Catalan Bistro,(415) 986-6287,"Spanish, Mediterranean, Catalan, Cocktail Bars",$21-$100,3.5,4/5,4/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Outdoor Seating, Noiselevel, Parking, Seating, Full Bar",44 Belden Pl,94104,2802,5:00 PM-10:00 PM,5:00 PM-10:00 PM,"11:30 AM-2:30 PM, 5:00 PM-10:00 PM","11:30 AM-2:30 PM, 5:00 PM-10:00 PM","11:30 AM-2:30 PM, 5:00 PM-10:30 PM",5:00 PM-10:30 PM,5:00 PM-10:00 PM,http://www.yelp.com/biz/b44-catalan-bistro-san-francisco
In Situ,(415) 941-6050,"Contemporary, Fusion, Seafood",$31-$60,3.5,4.5/5,4.5/5,,3/5,"Accepts Visa, Serves Alcohol, Waitstaff, Hastv, Highchairs Available, Accepts Discover, Accepts Mastercard, Ambience, Bikeparking, Accepts American Express, Reservations, Wheelchair Accessible, Wine And Beer, Takeout, Attire, Noiselevel, Seating, Free Wifi, Full Bar",151 3rd street SFMOMA,94103,,11:00 AM-4:00 PM,11:00 AM-4:00 PM,,"11:00 AM-4:00 PM, 5:00 PM-9:00 PM","11:00 AM-4:00 PM, 5:00 PM-9:00 PM","11:00 AM-4:00 PM, 5:00 PM-9:00 PM","11:00 AM-4:00 PM, 5:00 PM-9:00 PM",http://www.yelp.com/biz/in-situ-san-francisco
Palmyra,(415) 896-4172,"Lebanese, Middle Eastern, Mediterranean, Syrian",$10-$10,4.0,4.5/5,4/5,4/5,4.5/5,"Alcohol, Delivery, Hastv, Wifi, Bikeparking, Takeout, Attire, Parking, Seating",700 Haight street,94117,3317,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:30 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,9:00 AM-10:00 PM,12:00 PM-10:00 PM,https://www.yelp.com/biz/palmyra-san-francisco
Coi,(415) 393-9000,"Healthy, American (New), Seafood",$41-$80,4.0,4/5,4.5/5,4/5,3.5/5,"Serves Alcohol, Waitstaff, Ambience, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",373 Broadway,94133,4512,5:30 PM-9:00 PM,,,5:30 PM-9:00 PM,5:30 PM-9:00 PM,5:30 PM-9:00 PM,5:30 PM-9:00 PM,https://www.yelp.com/biz/coi-san-francisco
Freshroll,(415) 348-1858,"Fast Food, Asian, Vietnamese, Vegetarian Friendly, Gluten Free Options, Sandwiches",$10-$10,4.0,4/5,4/5,3.5/5,4.5/5,"Delivery, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",157 4th street,94103,3003,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,https://www.yelp.com/biz/freshroll-vietnamese-rolls-and-bowls-san-francisco
El Techo,(415) 550-6970,"Latin, Argentinean, Tapas Bars, Latin American, Cocktail Bars",$11-$50,4.0,4.5/5,4/5,4.5/5,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Delivery, Goodforkids, Accepts Discover, Hastv, Accepts Mastercard, Ambience, Bikeparking, Accepts American Express, Wheelchair Accessible, Wine And Beer, Reservations, Takeout, Seating, Full Bar",2518 Mission street,94110,2512,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-12:00 AM,https://www.yelp.com/biz/el-techo-san-francisco
Lolinda,(415) 550-6970,"Latin, Argentinean, Steakhouses, Argentine, Tapas/Small Plates",$30-$60,4.0,4.5/5,4/5,4.5/5,4/5,"Accepts Visa, Serves Alcohol, Waitstaff, Hastv, Accepts Discover, Accepts Mastercard, Ambience, Bikeparking, Accepts American Express, Wheelchair Accessible, Wine And Beer, Reservations, Takeout, Noiselevel, Seating, Full Bar",2518 Mission street,94110,2512,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-12:00 AM,http://www.yelp.com/biz/lolinda-san-francisco
Crab House At Pier 39,(415) 434-2722,"American, Seafood",$31-$60,3.5,4.5/5,4/5,,3/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",203 Pier 39 Concourse,94133,,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,http://www.yelp.com/biz/crab-house-at-pier-39-san-francisco
Punjab Kabab House,(415) 447-7499,"Indian, Middle Eastern, Pakistani, Vegetarian Friendly, Halal",$10-$10,3.5,4/5,4/5,3/5,4/5,"Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Noiselevel, Parking, Seating",101 Eddy street,94102,,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,12:00 PM-11:00 PM,12:00 PM-11:00 PM,https://www.yelp.com/biz/punjab-kabab-house-san-francisco
Rustys Southern,(415) 638-6974,"Southern, Breakfast & Brunch, Diners",$11-$30,4.5,4.5/5,5/5,,4.5/5,"Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Wheelchair Accessible, Noiselevel",750 Ellis street,94109,7909,,5:00 PM-10:00 PM,5:00 PM-10:00 PM,"10:00 AM-2:30 PM, 5:00 PM-10:00 PM","10:00 AM-2:30 PM, 5:00 PM-10:00 PM","10:00 AM-2:30 PM, 5:00 PM-10:00 PM",10:00 AM-2:30 PM,https://www.yelp.com/biz/rustys-southern-san-francisco
Escape From New York Pizza,(415) 668-5577,"Italian, Pizza, Fast Food, Gluten-Free, Chicken Wings",$5-$20,4.0,4.5/5,4/5,3.5/5,4.5/5,"Alcohol, Delivery, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",1737 Haight street,94117,2807,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-1:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,https://www.yelp.com/biz/escape-from-new-york-pizza-san-francisco-3
La Mediterranee,(415) 921-2956,"Mediterranean, Middle Eastern, Lebanese, Armenian",$11-$30,4.0,4/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Alcohol, Wifi, Ambience, Bikeparking, Reservations, Takeout, Attire, Outdoor Seating, Seating",2210 Fillmore street,94115,2222,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:30 PM,11:00 AM-10:30 PM,11:00 AM-10:00 PM,https://www.yelp.com/biz/la-mediterranee-san-francisco-8
Saru Sushi Bar,(415) 400-4510,"Japanese, Sushi, Asian, Sushi Bars",$31-$60,4.5,4.5/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Goodforkids, Creditcard, Ambience, Takeout, Seating",3856 24th street,94114,3839,,"12:00 PM-2:00 PM, 5:30 PM-10:00 PM","12:00 PM-2:00 PM, 5:30 PM-10:00 PM","12:00 PM-2:00 PM, 5:30 PM-10:00 PM","12:00 PM-2:00 PM, 5:30 PM-11:00 PM","12:00 PM-2:00 PM, 5:30 PM-11:00 PM","12:00 PM-2:00 PM, 5:30 PM-10:00 PM",http://www.yelp.com/biz/saru-sushi-bar-san-francisco
Tsunami Panhandle,(415) 567-7664,"Japanese, Sushi, Asian, Sushi Bars",$21-$60,3.5,4.5/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",1306 Fulton street,94117,,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-12:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,,http://www.yelp.com/biz/tsunami-panhandle-san-francisco-2
Sweet Maple,(415) 655-9169,"American, American (Traditional), Breakfast & Brunch",$11-$30,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Highchairs Available, Goodforkids, Wifi, Hastv, Ambience, Bikeparking, Wheelchair Accessible, Takeout, Parking, Seating, Free Wifi",2101 Sutter street,94115,3119,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,8:00 AM-3:00 PM,https://www.yelp.com/biz/sweet-maple-san-francisco
Coqueta,(415) 704-8866,"Mediterranean, Spanish, Tapas/Small Plates",$31-$60,4.0,4.5/5,4/5,4.5/5,3.5/5,"Serves Alcohol, Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Outdoor Seating, Noiselevel, Seating, Full Bar","The Embarcadero, Pier 5",,,4:00 PM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-10:00 PM,http://www.yelp.com/biz/coqueta-san-francisco
Papito Potrero Hill,(415) 695-0147,"Mexican, Latin, Spanish",$11-$30,4.0,4.5/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Goodforkids, Wifi, Ambience, Bikeparking, Takeout, Seating",317 Connecticut street,94107,2815,6:30 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,8:00 AM-10:00 PM,6:00 AM-10:00 PM,5:30 AM-10:00 PM,https://www.yelp.com/biz/papito-potrero-hill-san-francisco
Rosamunde Sausage Grill,(415) 437-6851,"Grill, German",$8-$15,4.5,4.5/5,4/5,3.5/5,4.5/5,"Accepts Visa, Alcohol, Delivery, Wifi, Accepts Mastercard, Bikeparking, Wheelchair Accessible, Takeout, Attire, Seating",545 Haight street,94117,3406,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-11:00 PM,11:30 AM-10:00 PM,https://www.yelp.com/biz/rosamunde-sausage-grill-san-francisco
Sam's,(415) 391-1539,"American, Diner, American (Traditional), Burgers, Pizza",$10-$10,4.0,4.5/5,4.5/5,3.5/5,5/5,"Serves Alcohol, Delivery, Bikeparking, Takeout, Parking, Seating",618 Broadway,94133,4406,12:00 PM-4:00 AM,12:00 PM-4:00 AM,12:00 PM-4:00 AM,12:00 PM-4:00 AM,12:00 PM-4:00 AM,12:00 PM-4:00 AM,12:00 PM-4:00 AM,https://www.yelp.com/biz/sams-san-francisco
Amelie Wine Bar,(415) 292-6916,"Wine Bar, French, Bar, Pub, Wine Bars, Lounges",$11-$30,4.0,4.5/5,4.5/5,4.5/5,4.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",1754 Polk street,94109,3617,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,https://www.yelp.com/biz/am%C3%A9lie-san-francisco-2
Trick Dog,(415) 471-2999,"Bar, Cocktail Bars",Moderate,4.0,4/5,4/5,4.5/5,3.5/5,"Serves Alcohol, Waitstaff, Hastv, Bikeparking, Takeout, Seating",3010 20th street,94110,2713,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,3:00 PM-2:00 AM,https://www.yelp.com/biz/trick-dog-san-francisco
Farallon,(415) 956-6969,"American, Seafood, Contemporary",$41-$80,4.0,4.5/5,4.5/5,4.5/5,3.5/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Private Dining, Reservations, Wheelchair Accessible, Valet Parking, Takeout, Noiselevel, Seating, Full Bar",450 Post street,94102,1526,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,4:30 PM-10:00 PM,4:30 PM-10:00 PM,5:00 PM-9:00 PM,https://www.yelp.com/biz/farallon-san-francisco
Duboce Park Cafe,(415) 621-1108,"Cafe, Healthy, Coffee & Tea, Sandwiches, Breakfast & Brunch",$10-$10,3.5,4.5/5,4/5,4/5,4.5/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Wheelchair Accessible, Takeout, Outdoor Seating, Seating",2 Sanchez at Duboce,,,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,7:00 AM-8:00 PM,8:00 AM-8:00 PM,https://www.yelp.com/biz/duboce-park-cafe-san-francisco
Aslam's Rasoi,(415) 695-0599,"Indian, Pakistani",$11-$30,4.0,4.5/5,4.5/5,4/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Attire, Noiselevel, Parking, Seating",1037 Valencia street,94110,2405,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-10:00 PM,5:00 PM-11:00 PM,5:00 PM-11:00 PM,5:00 PM-10:00 PM,https://www.yelp.com/biz/aslams-rasoi-san-francisco
Cafe Me,(415) 288-8628,"Cafe, American, Coffee & Tea, Sandwiches, Breakfast & Brunch",$10-$10,4.5,5/5,5/5,4/5,4.5/5,"Delivery, Goodforkids, Wifi, Creditcard, Bikeparking, Takeout, Parking, Seating",500 Washington street,94111,2919,5:30 AM-3:00 PM,5:30 AM-3:00 PM,5:30 AM-3:00 PM,5:30 AM-3:00 PM,5:30 AM-1:00 PM,,,https://www.yelp.com/biz/cafe-me-san-francisco-2
Le Cafe du Soleil,(415) 934-8637,"Cafe, French, Coffee & Tea, Sandwiches",$11-$30,4.0,4.5/5,4/5,4/5,4/5,"Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout, Outdoor Seating, Seating",200 Fillmore street,94117,3504,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,7:00 AM-10:00 PM,8:00 AM-9:00 PM,https://www.yelp.com/biz/le-cafe-du-soleil-san-francisco-3
Ristorante Milano,(415) 673-2961,Italian,$31-$60,4.0,4.5/5,4.5/5,4/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",1448 Pacific avenue,94109,2625,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:30 AM,5:30 PM-10:30 PM,5:00 PM-10:00 PM,http://www.yelp.com/biz/ristorante-milano-san-francisco
Red Hill Station,(415) 757-0480,Seafood,$11-$30,4.5,4.5/5,5/5,4.5/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",803 Cortland avenue,94110,5630,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,11:00 AM-10:00 PM,https://www.yelp.com/biz/red-hill-station-san-francisco
Gardenias,(415) 621-7122,"American, American (New), Seafood",$31-$60,4.0,4.5/5,4/5,,4/5,"Waitstaff, Goodforkids, Hastv, Ambience, Bikeparking, Reservations, Takeout, Wheelchair Accessible, Noiselevel, Seating",1963 Sutter street,94115,3113,6:00 PM-9:30 PM,6:00 PM-9:30 PM,6:00 PM-9:30 PM,6:00 PM-9:30 PM,6:00 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-9:00 PM,http://www.yelp.com/biz/gardenias-san-francisco-2
Izakaya Rintaro,(415) 589-7022,"Japanese, Asian, Tapas/Small Plates, Izakaya",$31-$60,4.0,4/5,4/5,,3.5/5,"Waitstaff, Goodforkids, Hastv, Ambience, Reservations, Takeout, Wheelchair Accessible, Attire, Noiselevel, Seating",82 14th street,94103,4230,6:00 PM-10:00 PM,6:00 PM-10:00 PM,6:00 PM-10:00 PM,"11:30 AM-2:00 PM, 5:30 PM-10:00 PM","11:30 AM-2:00 PM, 5:00 PM-10:30 PM","11:30 AM-2:00 PM, 5:00 PM-10:30 PM",5:00 PM-9:30 PM,http://www.yelp.com/biz/izakaya-rintaro-san-francisco
Mac Daddy,(415) 872-6670,"American, American (Traditional), Salad, Soup",$11-$30,4.5,5/5,5/5,,4.5/5,"Delivery, Goodforkids, Wifi, Ambience, Bikeparking, Takeout, Attire",1453 18th street,94107,2801,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,https://www.yelp.com/biz/mac-daddy-san-francisco
The Chairman Truck,(415) 813-8800,"Asian, Taiwanese",$10-$10,4.5,4.5/5,4.5/5,3/5,4.5/5,"Takeout, Attire, Delivery, Wifi",670 Larkin street,94109,7911,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-9:00 PM,11:30 AM-7:00 PM,https://www.yelp.com/biz/the-chairman-san-francisco-2
The Chairman Truck,(415) 813-8800,"Asian, Food Trucks, Taiwanese",$10-$10,4.0,4.5/5,4.5/5,3/5,4.5/5,"Delivery, Hastv, Wifi, Creditcard, Bikeparking, Takeout, Attire",670 Larkin street,94109,7911,"11:00 AM-2:00 PM, 5:00 PM-9:00 PM","11:00 AM-2:00 PM, 5:00 PM-9:00 PM","11:00 AM-2:00 PM, 5:00 PM-9:00 PM","11:00 AM-2:00 PM, 5:00 PM-9:00 PM","11:00 AM-2:00 PM, 5:00 PM-9:00 PM","11:00 AM-2:00 PM, 5:00 PM-9:00 PM","11:00 AM-2:00 PM, 5:00 PM-9:00 PM",https://www.yelp.com/biz/the-chairman-truck-san-francisco
Leos Oyster Bar,(415) 872-9982,"Seafood, Bars",$31-$60,4.0,4/5,4/5,,3.5/5,"Waitstaff, Delivery, Ambience, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",568 Sacramento street,94111,3024,3:00 PM-10:00 PM,3:00 PM-10:00 PM,3:00 PM-10:00 PM,3:00 PM-11:00 PM,3:00 PM-11:00 PM,5:30 PM-11:00 PM,,http://www.yelp.com/biz/leos-oyster-bar-san-francisco-2
Eno Wine Bar,(415) 678-5321,"Wine Bar, Wine Bars",Moderate,4.5,4.5/5,4.5/5,5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Bikeparking, Wheelchair Accessible, Takeout, Noiselevel, Seating",320 Geary street,94102,1802,3:00 PM-12:00 AM,3:00 PM-12:00 AM,3:00 PM-12:00 AM,3:00 PM-12:00 AM,12:00 PM-12:00 AM,12:00 PM-12:00 AM,3:00 PM-12:00 AM,https://www.yelp.com/biz/eno-wine-bar-san-francisco
Laurel Court Restaurant Amp Bar,(415) 772-5260,"American, Gluten Free Options, Bars, American (New), Breakfast & Brunch",$31-$80,3.0,3.5/5,3.5/5,4/5,3/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Parking Available, Reservations, Wheelchair Accessible, Valet Parking, Takeout, Noiselevel, Seating, Full Bar",950 Mason street,94108,6000,"6:30 AM-2:30 PM, 6:00 PM-10:00 PM","6:30 AM-2:30 PM, 6:00 PM-10:00 PM","6:30 AM-2:30 PM, 6:00 PM-10:00 PM","6:30 AM-2:30 PM, 6:00 PM-10:00 PM","6:30 AM-2:30 PM, 6:00 PM-10:00 PM","7:00 AM-3:30 PM, 6:00 PM-10:00 PM","7:00 AM-3:30 PM, 6:00 PM-10:00 PM",http://www.yelp.com/biz/laurel-court-restaurant-and-bar-san-francisco-4
Crystal Jade Jiang Nan,(415) 399-1200,"Chinese, Asian, Dim Sum, Cantonese, Lounges",$15-$60,3.0,4/5,4/5,4/5,3/5,"Waitstaff, Goodforkids, Takeout, Noiselevel, Seating, Validated Parking, Full Bar, Accepts Visa, Serves Alcohol, Wifi, Television, Private Dining, Parking Available, Alcohol, Delivery, Accepts Mastercard, Reservations, Wine And Beer, Outdoor Seating, Hastv, Accepts Discover, Ambience, Bikeparking, Accepts American Express, Wheelchair Accessible, Free Wifi","4 Embarcadero Center,Lobby Level",94111,4106,5:00 PM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,11:00 AM-11:00 PM,5:00 PM-10:00 PM,5:00 PM-11:00 PM,http://www.yelp.com/biz/crystal-jade-jiang-nan-san-francisco
Trestle,(415) 723-0922,"American, American (New)",$31-$60,4.5,4.5/5,4.5/5,,5/5,"Serves Alcohol, Waitstaff, Ambience, Reservations, Wheelchair Accessible, Takeout, Noiselevel, Seating",531 Jackson street,94133,5113,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-10:00 PM,http://www.yelp.com/biz/trestle-san-francisco
Fairmont San Francisco,(415) 772-5131,Hotels,$21-$30,3.5,4.5/5,4.5/5,4.5/5,4/5,"Wheelchair Accessible, Takeout, Waitstaff",950 Mason Street,94108,2004,,,,,,,,http://www.yelp.com/biz/fairmont-san-francisco-san-francisco
Urban Putt,(415) 341-1080,"American, Bar, Pub, Mini Golf, American (New), Bars",$10-$30,4.0,4/5,4.5/5,4/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Wifi, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Parking, Seating",1096 S van Ness avenue,94110,2616,4:00 PM-12:00 AM,4:00 PM-12:00 AM,4:00 PM-12:00 AM,4:00 PM-12:00 AM,4:00 PM-1:00 AM,11:00 AM-1:00 AM,11:00 AM-12:00 AM,https://www.yelp.com/biz/urban-putt-san-francisco
Onigilly,,"Japanese, Asian, Fast Food",$10-$10,4.0,4.5/5,4.5/5,4.5/5,4.5/5,"Delivery, Wifi, Bikeparking, Takeout, Attire, Seating",343 Kearny street,94108,3204,11:00 AM-4:00 PM,11:00 AM-4:00 PM,11:00 AM-4:00 PM,11:00 AM-4:00 PM,11:00 AM-4:00 PM,,,https://www.yelp.com/biz/onigilly-san-francisco-13
Chotto,(415) 441-2223,"Japanese, Sushi, Asian, Sushi Bars, Gluten-Free",$30-$60,4.0,4.5/5,4.5/5,4.5/5,4/5,"Serves Alcohol, Waitstaff, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",3317 Steiner Street,94123,,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-1:00 AM,5:30 PM-1:00 AM,5:30 PM-10:00 PM,http://www.yelp.com/biz/chotto-san-francisco
Franciscan Crab Restaurant,(415) 362-7733,"American, Seafood, Soups",$31-$60,3.5,4/5,4/5,4.5/5,3.5/5,"Serves Alcohol, Waitstaff, Delivery, Highchairs Available, Goodforkids, Wifi, Hastv, Ambience, Bikeparking, Reservations, Takeout, Wheelchair Accessible, Outdoor Seating, Noiselevel, Seating, Full Bar","Pier 43 12 Fisherman'S Whalf,Fishermans Wharf",,,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,11:30 AM-10:00 PM,http://www.yelp.com/biz/franciscan-crab-restaurant-san-francisco
Eureka Restaurant - Lounge,(415) 431-6000,"American, Bar, International, American (New), Southern",$11-$30,4.0,4.5/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating, Full Bar",4063 18th street,94114,2535,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-9:30 PM,5:30 PM-10:00 PM,5:30 PM-10:00 PM,5:30 PM-9:00 PM,https://www.yelp.com/biz/eureka-restaurant-and-lounge-san-francisco
Pizzeria Avellino,(415) 776-2500,"Italian, Pizza",$10-$10,4.0,4/5,4/5,3/5,4/5,"Alcohol, Delivery, Goodforkids, Hastv, Wifi, Bikeparking, Takeout, Attire, Outdoor Seating, Parking, Seating",2769 Lombard street,94123,2411,9:00 AM-9:00 PM,9:00 AM-9:00 PM,9:00 AM-10:00 PM,9:00 AM-10:00 PM,9:00 AM-10:00 PM,9:00 AM-10:00 PM,9:00 AM-10:00 PM,https://www.yelp.com/biz/pizzeria-avellino-san-francisco
San Francisco Marriott Union Square,,"American, Bar, Hotels",Pricey,4.0,4/5,4.5/5,3.5/5,3.5/5,"Serves Alcohol, Waitstaff, Reservations, Wheelchair Accessible, Takeout, Seating",480 Sutter street,94108,3901,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,11:00 AM-12:00 AM,http://www.yelp.com/biz/san-francisco-marriott-union-square-san-francisco-3
Okoze Sushi,(415) 567-3397,"Japanese, Sushi, Asian, Seafood, Sushi Bars, Tapas/Small Plates",$21-$60,4.0,4.5/5,4/5,4/5,4/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Ambience, Bikeparking, Reservations, Takeout, Noiselevel, Seating",1207 Union street,94109,1922,,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-10:30 PM,5:30 PM-11:00 PM,5:30 PM-11:00 PM,5:30 PM-10:30 PM,http://www.yelp.com/biz/okoze-sushi-san-francisco
SanJalisco Restaurant,(415) 648-8383,"Mexican, Latin, Spanish",$11-$30,4.0,4.5/5,4.5/5,4.5/5,4.5/5,"Serves Alcohol, Waitstaff, Delivery, Hastv, Wifi, Ambience, Bikeparking, Takeout, Attire, Parking, Seating",901 S van Ness avenue,94110,2613,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,8:00 AM-10:00 PM,https://www.yelp.com/biz/san-jalisco-san-francisco-2
